estado	juridica	cnae1	bai.at	bai.fp	ac.at	t.at	v.fp	ac.pc	t.pc	fm.v	pe.pt	cf.pt	fm.at	v.at	v.ac	lnat
0	2	2	-1.523579	1.238938053	.9830713	.00241838	-.8072763	.4408894	.001084599	-1.255786	2.22974607	-1.586457	-1.246675	.992744861	1.00984	6.717805
0	2	4	.04599659	1.928571429	.9829642	.00681431	90.92857	1.008741	.006993007	.00392773	.97614991	.01192504	.008517888	2.168654174	2.206239	6.375025
0	1	2	-.1673729	.22005571	.9427966	.02330508	-1.292479	.5354994	.01323706	-.8318966	1.76059322	-.1800847	-.8177966	.983050847	1.042697	6.156979
0	1	5	.03409403	1	.9873522	.07891119	62.76613	1.035467	.08275663	.01580367	.96590597	.00577399	.03381908	2.139950509	2.167363	8.198914
0	1	2	-.2916282	.78208832	.5367805	.02570022	-3.140735	.3909876	.01871987	-.713929	1.37288396	-.2894737	-.8361034	1.171129578	2.181766	8.77925
0	1	2	.09408852	1.948717949	1	.0006190034	8.807692	1.050732	.0006504065	.1135371	.95171773	.003095017	.04828227	.425255339	.4252553	8.080547
0	2	2	.1027837	.653061224	.7665953	.0117773	10.19728	1.039187	.01596517	.01801201	.84261242	.03104925	.02890792	1.604925054	2.093575	6.839476
0	2	9	-.1960784	.563380282	.4607843	.01470588	-2.943662	.3405797	.01086957	-.8708134	1.34803922	-.3431373	-.8921569	1.024509804	2.223404	5.31812
0	1	7	.02051506	.049266247	.4596246	.009166303	3.054507	1.612557	.03215926	.1372684	.58358795	.1322567	.1745962	1.271933653	2.767331	7.736744
0	2	2	.04435276	.095982143	.801444	.006188757	2.216518	1.5	.01158301	.2608258	.53790614	.08251676	.267148	1.024239299	1.277992	7.569928
0	1	1	.09456067	.350931677	.9368201	.01715481	4.762422	1.608477	.02945402	.2761656	.73054393	.05690377	.3543933	1.283263598	1.369808	7.779049
0	2	5	.05005382	.301948052	.8266954	.04790097	12.43182	1.015202	.05882353	.00600679	.83423036	.01560818	.0123789	2.060818084	2.492839	7.527256
0	1	5	.07362587	.272898605	.7213607	.0224742	6.271014	1.132152	.03527252	.04976859	.73020796	.02369451	.08420196	1.691869629	2.345387	9.886697
0	2	1	.0879065	.394077449	.879065	.01626016	5.234624	1.554358	.02875112	.2684943	.77693089	.08841463	.3135163	1.167682927	1.328324	7.584773
0	1	4	-.2320051	1.124610592	.9473008	.03084833	-7.666667	.7852957	.02557272	-.1637546	1.2062982	-.2757069	-.2589974	1.581619537	1.669607	7.349874
0	2	1	.07024266	1.392405063	.9106003	.07279693	66.72152	.9834483	.07862069	-.004553216	.949553	.07535121	-.01532567	3.365900383	3.696353	7.35628
0	1	2	.03431373	.139442231	.7637255	.009803922	5.657371	1.073003	.0137741	.03732394	.75392157	.03921569	.05196078	1.392156863	1.82285	6.927558
0	1	4	.02515464	.225092251	.9682474	.09484536	16.05535	1.090065	.1067781	.04458745	.88824742	.01484536	.08	1.794226804	1.853066	7.793587
0	1	4	-.004587156	-.115384615	.8119266	.01070336	35.61538	.9170984	.01208981	-.05183585	.96024465	-.02140673	-.0733945	1.415902141	1.743879	6.483107
0	1	2	.05372061	.254507042	.748194	.4036329	3.217606	1.051209	.5671025	.05366601	.78892291	.03692363	.03644796	.679162827	.9077363	10.423382
0	2	5	.05854801	.187969925	.8618267	.004683841	6.052632	1.268966	.006896552	.09689441	.68852459	.009367681	.1826698	1.885245902	2.1875	6.056784
0	2	5	.06298871	.917721519	.8870547	.06168549	25.72785	1.001471	.06964198	.0007380074	.93136403	.03127715	.001303215	1.765855778	1.990695	7.741534
0	2	4	.1419976	1.216494845	.8724428	.01684717	14.15464	1.01683	.01963534	.008739985	.88327316	.04452467	.01444043	1.652226233	1.893793	6.72263
0	2	5	.04288298	.152713891	.4461379	.009299923	2.321987	.8824732	.0183955	-.0911252	.71919401	.05037458	-.05941617	.6520279	1.461494	8.261268
0	1	9	-.1893204	2.294117647	.1699029	.03074434	-31.52941	.1569507	.0284006	-.3507463	1.08252427	-.1731392	-.9126214	2.601941748	15.31429	6.426488
0	1	5	.03772727	.325490196	.8312121	.06106061	11.30196	1.086767	.0798336	.05065926	.88409091	.01863636	.06636364	1.31	1.576012	8.794825
0	1	2	.00401556	.019937695	.6473836	.0264776	7.143302	.8399544	.03435363	-.08573921	.79859455	.008407579	-.123353	1.438699962	2.22233	8.983314
0	1	4	.02534227	.307420495	.8869793	.02184678	17.92933	1.008946	.02485089	.005321246	.91756481	.01106904	.007864841	1.478007574	1.666338	8.14119
0	1	4	.04937647	.318132465	.8350185	.005898214	7.059718	1.063077	.007509118	.04521686	.84479272	.01027974	.04954499	1.095719582	1.31221	8.688454
0	1	4	-.138689	1.470103093	.5458082	.01497763	-15.70103	.7282637	.01998443	-.1374918	1.09433962	-.1873176	-.2036569	1.481229333	2.713828	8.545003
0	2	5	.1548387	1.043478261	.8516129	.006451613	20.5	1.007634	.007633588	.002120891	.8516129	.08064516	.006451613	3.041935484	3.57197	5.736572
0	1	3	.05890805	.183856502	.6867816	.09051724	6.520179	1.064588	.1403118	.01994498	.6795977	.04166667	.04166667	2.08908046	3.041841	6.54535
0	1	5	.05713094	.358638743	.9933278	.1259383	9.602094	1.320399	.1674058	.1575791	.84070058	.01376147	.2410342	1.529608007	1.539882	7.78239
0	1	1	.08535462	1.053030303	.8237642	.05526558	7.496212	.9565062	.06417112	-.0616473	.91894381	.01811483	-.03745778	.607614369	.7376072	8.088562
0	2	1	.07358637	.429864253	.6065066	.00929512	5.39819	.9445115	.01447527	-.03855826	.82881487	.02711077	-.03563129	.924089853	1.523627	7.163172
0	2	5	.03849658	.441253264	.8387244	.01799544	29.62924	1.348718	.02893773	.08389143	.91275626	.01890661	.2168565	2.584965831	3.082021	8.387085
0	1	4	.2773179	-1.094771242	.9768212	.0455298	-4.424837	.8980213	.04185693	-.09896603	1.25331126	.2491722	-.1109272	1.120860927	1.147458	7.096721
0	2	5	.09455782	.609267376	.8744412	.05782313	10.55354	1.176517	.07779812	.08009968	.84480078	.0563654	.1311953	1.637900875	1.873083	9.238928
0	1	5	-.8047032	-3.408918406	.9608063	.06427772	4.968691	1.258065	.08416422	.1680351	.76394177	.1397536	.1970885	1.172900336	1.220746	8.404024
0	1	4	.06766614	.262270737	.9147394	.0767072	4.180826	1.348659	.1130943	.2192361	.74199889	.04330952	.2364807	1.078657723	1.179197	12.210921
0	2	5	.1576087	2.697674419	.6616848	.06657609	47.30233	.8454861	.08506944	-.04375615	.94157609	.03804348	-.1209239	2.763586957	4.176591	6.60123
0	2	5	-.140325	.931372549	.6395864	0	-7.441176	.8473581	0	-.1027668	1.1506647	-.1211226	-.1152142	1.1211226	1.752887	6.517671
0	2	2	.1120401	.368131868	.7826087	.2424749	12.64835	1.303621	.4038997	.04735013	.69565217	.04682274	.1822742	3.849498328	4.918803	6.393591
0	2	1	.02013423	.081818182	.9597315	.2192394	6.022727	1.274889	.2912333	.1396226	.75391499	.02013423	.2069351	1.482102908	1.544289	6.795706
0	1	5	-.07983193	-.513513514	.6428571	.01680672	6.657658	1.108696	.02898551	.0608931	.84453782	-.1239496	.06302521	1.035014006	1.610022	7.26403
0	2	1	-.206869	-2.815217391	.5370075	.3202875	4.648551	.6279577	.374533	-.9314108	.92651757	-.0700213	-.3181576	.341586794	.6360932	8.23111
0	1	1	-.004459385	-.025948104	.7505488	.05159166	4.072655	2.772428	.1905727	.6855519	.82814215	.6299396	.4798299	.699917673	.9325411	9.587132
0	1	5	.06218145	.782051282	.9510703	.003058104	22.96154	1.063854	.003420753	.03126745	.9204893	.02752294	.05708461	1.825688073	1.919614	6.888572
0	1	3	.02733435	.167112299	.9637	.002186748	7.463904	1.159737	.002631579	.1087229	.83643123	.01924339	.1327356	1.220861579	1.266848	8.427925
0	2	2	.1337386	1.517241379	.7507599	.1519757	23.75862	1.078603	.2183406	.02612482	.9118541	.06079027	.05471125	2.094224924	2.789474	5.796058
0	2	1	.08018154	1.081632653	.7881997	.2261725	42.04082	.9221239	.2646018	-.02135922	.92586989	.05824508	-.06656581	3.116490166	3.953935	7.186901
0	2	1	.1004538	.442325159	.4183168	.07920792	6.59673	.7897196	.1495327	-.07434944	.77289604	.1056106	-.1113861	1.498143564	3.581361	8.486322
0	1	1	-.003373423	-.044573643	.539161	.03828102	57.16085	.7639235	.0542394	-.038515	.92431798	-.02214726	-.1666178	4.326048695	8.023667	8.827321
0	2	5	-.3653603	.485714286	.8230088	.001264223	-.9831933	.481153	.0007390983	-1.2	1.75221239	-.2756005	-.8874842	.739570164	.8986175	6.673298
0	1	2	-.02325581	-.284090909	.3809302	.0009302326	7.903409	1.314607	.003210273	.1409058	.91813953	.0227907	.09116279	.646976744	1.698413	7.673223
0	2	2	-.1005128	.337931034	.4615385	.1097436	-3.755172	.4416094	.1050049	-.5224977	1.2974359	-.0625641	-.5835897	1.116923077	2.42	6.882437
0	2	4	.03440367	1.607142857	.9342508	.0206422	59.60714	.998366	.02205882	-.001198322	.97859327	.01376147	-.001529052	1.275993884	1.365794	7.176255
0	1	2	.05318818	.112131148	.5751166	.003421462	1.780984	1.210079	.007198953	.1181885	.52566096	.03545879	.09984448	.844790047	1.468902	8.075583
0	1	1	.0349345	-1.333333333	.7627365	.04366812	-56	.7432624	.04255319	-.1795635	1.02620087	.0363901	-.2634643	1.467248908	1.923664	6.532334
0	2	6	.08603239	1.25	.5293522	.008097166	26.5	.7829341	.01197605	-.08046615	.93117409	.08906883	-.1467611	1.82388664	3.445507	6.895683
0	1	5	-.06267409	.75	.8690808	.1072423	-26.5	.8642659	.1066482	-.06163522	1.08356546	-.1504178	-.1364903	2.21448468	2.548077	6.57647
0	2	3	-.06204584	-.792857143	.882616	.02459475	12.57857	.966932	.02694427	-.0306644	.92174399	-.07713807	-.03018446	.984348798	1.115263	7.489412
0	1	2	.0972389	.284543326	.4761905	.06522609	2.971897	1.06345	.1456658	.02797478	.65826331	.1860744	.02841136	1.015606242	2.132773	7.823646
0	1	7	.04330357	.216517857	.7372768	.2544643	6.006696	.9285915	.3204948	-.04719435	.8	.01763393	-.05669643	1.201339286	1.629428	8.407378
0	2	5	.05731991	.493333333	.9527498	.03330751	9.86	1.094306	.03825623	.07167005	.883811	.0116189	.08210689	1.145623548	1.202439	7.163172
0	2	2	.09319681	.206936416	.4946199	.04460257	2.906744	1.14642	.1033789	.04825666	.54963554	.11437	.06317251	1.309094065	2.646667	8.65904
0	2	1	-.05134474	.552631579	.7726161	.03178484	-24.21053	.7939698	.03266332	-.08913043	1.09290954	-.1418093	-.200489	2.249388753	2.911392	6.013715
0	1	5	-1.079395	2.42291372	.331758	.06994329	-7.15488	.2371622	.05	-.334783	1.44549464	-1.123503	-1.067108	3.187460618	9.607787	8.062748
0	1	1	.1106443	.327721866	.9324767	.1336875	5.240073	1.496381	.2145336	.1748437	.66238339	.03756101	.3093223	1.769135726	1.897244	9.691964
0	1	2	-.03091045	-.234375	.5001873	.006369427	4.90625	1.214188	.01546157	.1363636	.8681154	-.06968902	.08823529	.647058824	1.293633	8.582606
0	1	2	.2167266	.521645022	.9244604	.4397482	7.831169	1.581538	.7523077	.1044776	.58453237	.03597122	.3399281	3.253597122	3.519455	7.013915
0	1	2	-.03283582	-.085603113	.6164179	.1537313	4.132296	1.354098	.3377049	.1016949	.61641791	.03432836	.161194	1.585074627	2.571429	6.507278
0	2	1	.01456554	.094155844	.6579608	.03465595	2.461039	.7802263	.04109589	-.4868074	.84530387	.03817177	-.185334	.380713209	.578626	7.596392
0	1	3	-.1221374	1.142857143	.6901661	.01504266	-14.23529	3.776413	.08230958	.3335301	1.10687023	-.162775	.5074091	1.521329142	2.204294	8.401558
0	2	1	-.2222222	-1.833333333	.9267677	.007575758	11.375	1.054598	.00862069	.03479853	.87878788	-.2954545	.0479798	1.378787879	1.487738	5.981414
0	2	5	.01026694	-.112359551	.9671458	.04209446	-17.65169	1.397626	.06083086	.170592	1.09137577	-.07392197	.275154	1.612936345	1.667728	6.881411
0	2	4	.04028777	.307692308	.8892086	.008633094	13.46154	1.284823	.01247401	.1118367	.86906475	.05611511	.1971223	1.762589928	1.982201	6.543912
0	2	4	.07748538	.535353535	.9210526	.1008772	20.69697	1.301653	.142562	.07125427	.85526316	.04239766	.2134503	2.995614035	3.252381	6.527958
0	2	6	.06018519	.278287462	.744709	.0003306878	8.66208	1.067299	.0004739336	.0250662	.78373016	.03108466	.04695767	1.873346561	2.515542	8.014336
0	2	4	-.008474576	-.039473684	.8983051	0	6.684211	1.143885	0	.07874016	.78531073	0	.1129944	1.435028249	1.597484	5.869297
0	1	2	.214791	1.124579125	.65209	.07845659	7.878788	.9584121	.1153119	-.01880342	.80900322	.1125402	-.02829582	1.504823151	2.307692	7.349231
0	1	1	-.2041467	-12.387096774	.6002127	.05050505	71.83871	.638936	.05376344	-.2864841	.9835194	-.0744285	-.3391813	1.18394471	1.972542	7.539559
0	1	1	.05022397	.418552036	.8324963	.03271345	11.46267	1.096745	.04309728	.05338991	.88000543	.02633365	.07343559	1.375458124	1.652209	8.904766
0	1	1	-.1520607	-.573194377	.2764097	.001735999	1.359913	.4115845	.002584969	-1.095348	.73471356	.1214557	-.3951649	.360766412	1.305187	9.652009
0	2	2	.02109705	-.091911765	.8312236	.04135021	-6.165441	.6902593	.03433777	-.2635659	1.22953586	.01940928	-.3729958	1.415189873	1.702538	7.077498
0	1	6	.05802496	.437293729	.8721261	.04576308	8.481848	1.029465	.05401913	.02217899	.86730896	.02123933	.02496168	1.125465295	1.290485	8.426612
0	1	5	-.04528707	-1.446078431	.4023641	.009594719	32.90441	.5329402	.01270842	-.3421974	.9686828	.006370893	-.3526251	1.030472828	2.561045403	9.474856
0	2	3	.4671329	.962536023	.8769231	.2545455	5.10951	1.78125	.5170455	.1551043	.5146853	.257342657	.3846154	2.47972028	2.827751196	6.572283
0	2	5	.05287206	1.125	.9784595	.01109661	26.04167	1.027416	.01165182	.02133333	.9530026	.009138381	.02610966	1.223890339	1.250833889	7.334329
0	2	2	.06294035	.374301676	.5011743	.0112729	8.206704	.7845588	.01764706	-.09972771	.8318459	.220291217	-.1376233	1.379990606	2.753514527	7.663408
0	1	5	.1518027	.571428571	.8766603	.1347249	7.385714	1.305085	.200565	.1044487	.7343454	.022770398	.2049336	1.962049336	2.238095238	6.267201
0	1	5	.03655352	.191780822	.9832898	.04856397	15.27397	1.214839	.06	.05973094	.8093995	.020887728	.1738903	2.911227154	2.960701009	7.557473
0	1	0	.005484216	.012646514	.5094971	.009229535	.8247995	2.003682	.03629669	.7135378	.5663456	.05270198	.2552167	.357677903	.702021528	8.919453
0	2	5	-.1054313	.245774396	.9552716	.02236422	1.279737	.9552716	.02236422	-.01387512	1	.019169329	-.04472843	3.223642173	3.37458194	5.746203
0	1	5	.0443418	.277456647	.9625866	.04665127	3.803468	1.145684	.05552501	.2013678	.8401848	-.004157044	.1224018	.607852194	.631477927	7.680176
0	1	3	.03994028	4.652173913	.6509892	.01717059	115	.8711289	.02297702	-.09754253	.9914147	-.003359462	-.09630459	.987308697	1.51662844	7.893199
0	2	5	-.004060914	-.024539877	.9532995	.08121827	31.30061	1.153563	.0982801	.0245002	.8345178	.030456853	.1269036	5.179695431	5.43343983	6.892642
0	1	4	-.1115538	.881889764	.9442231	.0009960159	-4.086614	1.019355	.001075269	.03468208	1.126494	-.156374502	.01792829	.516932271	.547468354	6.911747
0	2	2	.05263158	.375	.9649123	.01754386	11.375	1.122449	.02040816	.06593407	.8596491	.035087719	.1052632	1.596491228	1.654545455	4.736198
0	1	2	.05617978	.285714286	.7565543	0	14.1619	1.025381	0	.00672495	.8033708	.018726592	.01872659	2.784644195	3.680693069	6.280396
0	2	1	-.01489203	-.047449585	.4568131	.06105733	2.122183	1.673943	.2237381	.2761319	.6861504	-.007073716	.1839166	.666046165	1.45802771	7.895808
0	2	3	.295082	-.857142857	.9016393	.01639344	-13.52381	.6626506	.01204819	-.09859155	1.3442623	-.032786885	-.4590164	4.655737705	5.163636364	4.110874
0	1	1	.03888419	.055155875	.9349112	.0397295	2.165468	3.169054	.1346705	.4191584	.2950127	.012679628	.6398986	1.526627219	1.632911392	7.075809
0	1	2	-.09050773	-.177489177	1	.1412804	2.12987	2.03139	.2869955	.4674797	.4900662	-.130242826	.5077263	1.086092715	1.086092715	6.115892
0	1	1	-.03333333	-.194312796	.9878049	.02764228	6.208531	1.35	.03777778	.240458	.8284553	.03495935	.2560976	1.06504065	1.0781893	7.114769
0	1	6	-.1371371	-.335784314	.1661662	.05305305	1.328431	.3721973	.1188341	-.5166052	.5915916	-.121121121	-.2802803	.542542543	3.265060241	6.906755
0	2	2	-.07358637	-.454545455	.4663052	.0007745933	10.92344	.642476	.001067236	-.1467367	.83811	-.003872967	-.2594888	1.768396592	3.792358804	7.163172
0	1	5	.08553792	.788617886	.5590829	.03880071	8.154472	.832021	.05774278	-.1276171	.8915344	.136684303	-.1128748	.884479718	1.582018927	7.033506
0	1	3	-.01466049	-.047263682	.6311728	.1033951	6.159204	1.579151	.2586873	.1211632	.6898148	.027777778	.2314815	1.910493827	3.026894866	7.860185
0	1	8	.1526288	.591358025	.2228359	.00244291	2.423868	1.464061	.01605024	.1129032	.7419012	.09559214	.07063197	.625597451	2.807435653	9.150059
0	2	1	.05647841	.790697674	.7674419	.03322259	30.86047	.8587361	.03717472	-.05727204	.9285714	.064784053	-.1262458	2.204318937	2.872294372	6.400257
0	1	5	.03732304	-.218045113	.992278	.002574003	-9.315789	.8528761	.002212389	-.1073446	1.1711712	.006435006	-.1711712	1.594594595	1.607003891	6.65544
0	1	5	.04239401	.253731343	.8911056	.008312552	9.731343	1.06986	.00998004	.03578732	.8329177	.011637573	.05818786	1.625935162	1.824626866	7.092574
0	1	7	.1602187	.547807333	.9680404	.1230025	5.017973	1.374739	.174679	.1797994	.7075273	.109966358	.2638772	1.467619849	1.51607298	8.467162
0	1	5	.08554377	.594470046	.7712202	.08819629	9.156682	.9057632	.1035826	-.06089582	.8561008	.019230769	-.08023873	1.317639257	1.708512468	7.31854
0	1	1	.02953689	.292418773	.6278109	.07803574	16.4645	1.062102	.1320173	.0220728	.8989911	.044001459	.0367084	1.663060654	2.648983543	9.015177
0	2	5	.02455289	.223140496	.508639	.03213095	16.57576	.8744138	.0552371	-.04005318	.8899667	.026371628	-.07305244	1.823886026	3.585816448	8.101375
0	1	2	-.1027273	-.415441176	.7472727	.01636364	5.069853	1.03657	.02269861	.02102973	.7527273	-.091818182	.02636364	1.253636364	1.677615572	7.003065
0	2	1	-.01405152	-.039215686	.9227166	0	3.869281	1.443223	0	.2043919	.6416862	.021077283	.2833724	1.386416862	1.502538071	6.056784
0	1	6	.006711409	.083333333	.5167785	.01118568	41.97222	.5606796	.01213592	-.1197882	.9194631	-.013422819	-.4049217	3.380313199	6.541125541	6.102559
0	2	1	.05	.128205128	.45	.35	5.230769	.8333333	.6481481	-.04411765	.61	.14	-.09	2.04	4.533333333	4.60517
0	2	2	.02934363	1.652173913	.7305019	.1621622	68.17391	.9702564	.2153846	-.0184949	.9822394	.023166023	-.02239382	1.210810811	1.657505285	7.166266
0	2	5	.04194365	.90443686	.9377968	.134378	22.11604	1.053895	.1510139	.04675926	.9536246	.014878126	.04795821	1.025641026	1.093670886	8.751158
0	2	5	-.06530612	.219178082	.9183673	.004081633	-5.972603	.7053292	.003134796	-.2155963	1.2979592	-.114285714	-.3836735	1.779591837	1.937777778	5.501258
0	1	4	-.1450071	-.738122301	.9531083	.02777778	3.351671	1.404079	.04092105	.4165762	.8035459	-.108565559	.2742944	.658449446	.690844344	10.016459
0	1	2	.096875	.394402036	.9025	.1225	5.256997	1.217538	.1652614	.124879	.754375	.0625	.16125	1.29125	1.430747922	7.377759
NA 	2	5	.0552359	.3	.7560414	.00575374	7.825	1.077049	.008196721	.03753994	.81588032	.04487917	.05408516	1.440736479	1.905632	6.767343
NA 	2	5	.5848586	.607063953	.6654508	.02417298	.1349528	109.0154	3.960061	5.071253	-1.0532153	2.076875	.6593466	.130016503	.1953811	4.669534
NA 	1	5	.04582651	.266666667	.6710311	.0801964	13.94286	.8350305	.09979633	-.05532787	.8281506	.122749591	-.1325696	2.396072013	3.570731707	6.415097
